data,label
['\n\t\t Our work adopts a definition similar to \n\t\t'],Positive
"['\n\t\t This paper considers non-mixed-initiative dialogs , which we shall take to mean dialogs with the following characteristics : 1 . \n\t', '\n\t\t The dialog has two participants , the leader and the follower , who are working cooperatively to achieve some mutually desired dialog goal . \n\t', '\n\t\t 2. The leader may request information from the follower , or may inform the follower that the dialog has succeeded or failed to achieve the dialog goal . \n\t', ""\n\t\t ' There is no generally accepted consensus as to how ini- tiative should be defined . \n\t"", '\n\t\t 3. The follower may only inform the leader of a fact in direct response to a request for information from the leader , or inform the leader that it cannot fulfill a particular request . \n\t', '\n\t\t The model assumes the leader knows sets of questions .. . \n\t', '\n\t\t such that if all questions in any one set are answered successfully by the follower , the dia- log goal will be satisfied . \n\t', '\n\t\t The sets will be re- ferred to hereafter as rule sets . \n\t', '\n\t\t The leader\x92s task is to find a rule set whose constituent questions can all be successfully answered . \n\t', '\n\t\t The method is to choose a sequence of questions which will lead to its dis- covery . \n\t', '\n\t\t For example , in a dialog in a customer service setting in which the leader attempts to locate the follower\x92s account in a database , the leader might request the follower\x92s name and account number , or might request the name and telephone number . \n\t', '\n\t\t The corresponding rule sets for such a dialog would be and . \n\t', '\n\t\t One complicating factor in the leader\x92s task is that a question in one rule set may occur in several other rule sets so that choosing to ask can have ramifications for several sets . \n\t', '\n\t\t We assume that for every question the leader knows an associated probability that the fol- lower has the knowledge necessary to answer.2 These probabilities enable us to compute an expected length for a dialog , measured by the number of questions asked by the leader . \n\t', '\n\t\t Our goal in selecting a sequence of questions will be to minimize the expected length of the dialog . \n\t', '\n\t\t The probabilities may be estimated by aggregating the results from all interactions , or a more sophisticated individualized model might be maintained for each participant . \n\t', '\n\t\t Some examples of how these probabilities might be estimated can be 2In addition to modeling the follower\x92s knowledge , these probabilities can also model aspects of the dialog system\x92s performance , such as the recognition rate of an automatic speech recognizer . \n\t', '\n\t\t found in \n\t\t']",Positive
"['\n\t\t Our model of dialog derives from rule-based theories of dialog structure , such as \n\t\t']",Positive
"['\n\t\t In particular , this form of the problem models exactly the \x93missing axiom theory\x94 of Smith and Hipp ( 1994 ; 1995 ) which proposes that dialog is aimed at proving the top-level goal in a theorem-proving tree and \x93missing axioms\x94 in the proof provide motivation for interactions with the dialog partner . \n\t', '\n\t\t The rule sets are sets of missing axioms that are sufficient to complete the proof of the top-level goal . \n\t', '\n\t\t Our format is quite general and can model other dialog systems as well . \n\t', '\n\t\t For example , a dialog system that is organized as a decision tree with a question at the root , with additional questions at successor branches , can be modeled by our format . \n\t', '\n\t\t As an example , suppose we have top- level goal and these rules to prove it : ( AND ) implies ( OR ) implies . \n\t', '\n\t\t The corresponding rule sets are . \n\t', '\n\t\t If all of the questions in either or are satisfied , will be proven . \n\t', '\n\t\t If we have values for the probabilities , and , we can design an optimum ordering of the questions to minimize the expected length of dialogs . \n\t', '\n\t\t Thus if is much smaller than , we would ask before asking . \n\t', '\n\t\t The reader might try to decide when should be asked before any other questions in order to minimize the expected length of dialogs . \n\t', '\n\t\t The rest of the paper examines how the leader can select the questions which minimize the overall expected length of the dialog , as measured by the number of questions asked . \n\t', '\n\t\t Each question- response pair is considered to contribute equally to the length . \n\t', '\n\t\t Sections 3 , 4 , and 5 describe polynomial-time algorithms for finding the optimum order of questions in three special instances of the question ordering optimization problem . \n\t', '\n\t\t Section 6 gives a polynomial-time method to approximate optimum behavior in the general case of rule sets which may have many common questions . \n\t', '\n\t\t = = 3 Case : One rule set Many dialog tasks can be modeled with a single rule set . \n\t', '\n\t\t For example , a leader might ask the follower to supply values for each field in a form . \n\t', '\n\t\t Here the optimum strategy is to ask the questions first that have the least probability of being successfully answered . \n\t', '\n\t\t Theorem 1 . \n\t', '\n\t\t Given a rule set , asking the questions in the order of their probability of success ( least first ) results in the minimum expected dialog length ; that is , for where is the probability that the follower will answer question success- fully . \n\t', '\n\t\t A formal proof is available in a longer version of this paper . \n\t', '\n\t\t Informally , we have two cases ; the first assumes that all questions are answered successfully , leading to a dialog length of , since questions will be asked and then answered . \n\t', '\n\t\t The second case assumes that some will not be answered successfully . \n\t', '\n\t\t The expected length increases as the probabilities of success of the questions asked increases . \n\t', '\n\t\t However , the expected length does not depend on the probability of success for the last question asked , since no questions follow it regardless of the outcome . \n\t', '\n\t\t Therefore , the question with the greatest probability of success appears at the end of the optimal ordering . \n\t', '\n\t\t Similarly , we can show that given the last question in the ordering , the expected length does not depend upon the probability of the second to last question in the ordering , and so on until all questions have been placed in the proper position . \n\t', '\n\t\t The optimal ordering is in order of increasing probability of success . \n\t', '\n\t\t 4 Case : Two independent rule sets We now consider a dialog scenario in which the leader has two rule sets for completing the dialog task . \n\t', '\n\t\t Definition 4.1 . \n\t', '\n\t\t Two rule sets and are independent if. . \n\t', '\n\t\t If is non-empty , then the members of are said to be common to and . \n\t', '\n\t\t A question is unique to rule set if andfor all In a dialog scenario in which the leader has multiple , mutually independent rule sets for accomplishing the dialog goal , the result of asking a question contained in one rule set has no effect on the success or failure of the other rule sets known by the leader . \n\t', '\n\t\t Also , it can be shown that if the leader makes optimal decisions at each turn in the dialog , once the leader begins asking questions belonging to one rule set , it should continue to ask questions from the same rule set until the rule set either succeeds or fails . \n\t', '\n\t\t The problem of selecting the question that minimizes the expected dialog length becomes the problem of selecting which rule set should be used first by the leader . \n\t', '\n\t\t Once the rule set has been selected , Theorem 1 shows how to select a question from the selected rule set that minimizes . \n\t', '\n\t\t By expected dialog length , we mean the usual definition of expectation Thus , to calculate the expected length of a dialog , we must be able to enumerate all of the possible outcomes of that dialog , along with the probability of that outcome occurring , and the length associated with that outcome . \n\t', '\n\t\t Before we show how the leader should decide which rule set it should use first , we introduce some notation . \n\t', '\n\t\t The expected length in case of failure for an ordering of the questions of a rule set is the expected length of the dialog that would result if were the only rule set available to the leader , the leader asked questions in the order given by , and one of the questions in failed . \n\t', '\n\t\t The expected length in case of failure is The factor is a scaling factor that ac- counts for the fact that we are counting only cases in which the dialog fails . \n\t', '\n\t\t We will let represent the minimum expected length in case of failure for rule set , obtained by ordering the questions of by increasing probability of success , as per Theorem 1 . \n\t', '\n\t\t The probability of success of a rule set is . \n\t', '\n\t\t The definition , of probability of success of a rule set assumes that the probabilities of success for individual questions are mutually independent . \n\t', '\n\t\t Theorem 2 . \n\t', '\n\t\t Let be the set of mutu- ally independent rule sets available to the leader for accomplishing the dialog goal . \n\t', '\n\t\t For a rule set in , let be the probability of success of , be the number of questions in , and be the minimum expected length in case offailure . \n\t', '\n\t\t To minimize the expected length of the dialog , the leader should select the question with the least probability of success from the rule set with the least value of . \n\t', '\n\t\t Proof : If the leader uses questions from first , the expected dialog length is The first term , , is the probability of success for times the length of . \n\t', '\n\t\t The second term , , is the probability that will and will succeed times the length of that dialog . \n\t', '\n\t\t The third term , , is the probability that both and fail times the associated length . \n\t', '\n\t\t We can multiply out and rearrange terms to get If the leader uses questions from first , is Comparing and , and eliminating any common terms , we find that is the correct ordering if Thus , if the above inequality holds , then , and the leader should ask questions from first . \n\t', '\n\t\t Otherwise , , and the leader should ask questions from first . \n\t', '\n\t\t We conjecture that in the general case of mutually independent rule sets , the proper ordering of rule sets is obtained by calculating for each rule set , and sorting the rule sets by those values . \n\t', '\n\t\t Preliminary experimental evidence supports this conjecture , but no formal proof has been derived yet . \n\t', '\n\t\t Note that calculating and for each rule set takes polynomial time , as does sorting the rule sets into their proper order and sorting the questions within each rule set . \n\t', '\n\t\t Thus the solution can be obtained in polynomial time . \n\t', '\n\t\t As an example , consider the rule sets and . \n\t', '\n\t\t Suppose that we assign and . \n\t', '\n\t\t In this case , and are the same for both rule sets . \n\t', '\n\t\t However , and , so evaluating for both rule sets , we discover that asking questions from first results in the minimum expected dialog length . \n\t', '\n\t\t . \n\t', '\n\t\t In this section , we will use to denote the minimum expected length of the dialog ( computed using Theorem 1 ) resulting from the leader using only to accomplish the dialog task . \n\t', '\n\t\t The notation will denote the minimum expected length of the dialog resulting from the leader using only the rule set to accomplish the dialog task . \n\t', '\n\t\t For example , a rule set with and , has and . \n\t', '\n\t\t Theorem 3 . \n\t', '\n\t\t Given rule sets and , such that , if the leader asks questions from until either succeeds or fails before asking any questions unique to , then the ordering of questions of that results in the minimum expected dialog length is given by ordering the questions by increasing , where The proof is in two parts . \n\t', '\n\t\t First we show that the questions unique to should be ordered by 5 Case : Two rule sets , one common question We now examine the simplest case in which the rule sets are not mutually independent : the leader has two rule sets and , and dering if immediately follows in the or- dering . \n\t', '\n\t\t is the expected length for the or- dering with at position . \n\t', '\n\t\t We can show that if then Figure 1 : A general expression for the expected dialog length for the dialog scenario described in section 5 . \n\t', '\n\t\t The questions of are asked in the arbitrary order , where is the question common to and . \n\t', '\n\t\t and are defined in Section 5. increasing probability of success given that the po- sition of is fixed . \n\t', '\n\t\t Then we show that given the correct ordering of unique questions of , should appear in that ordering at the position where falls in the correspond- ing sequence of questions probabilities of success . \n\t', '\n\t\t Space considerations preclude a complete listing of the proof , but an outline follows . \n\t', '\n\t\t Figure 1 shows an expression for the expected dialog length for a dialog in which the leader asks questions from until either succeeds or fails before asking any questions unique to . \n\t', '\n\t\t The expression assumes an arbitrary ordering . \n\t', '\n\t\t Note that if a question occurring before fails , the rest of the dialog has a minimum expected length . \n\t', '\n\t\t If fails , the dialog terminates . \n\t', '\n\t\t If a question occurring after fails , the rest of the dialog has minimum expected length by a process similar to that used in the proof of Theorem 2 . \n\t', '\n\t\t Since the unique questions in are ordered by increasing probability of success , finding the optimal position of the common question in the ordering of the questions of corresponds to the problem of finding where the value of falls in the sorted list of proba- bilities of success of the unique questions of . \n\t', '\n\t\t If the value immediately precedes the value of in the list , then the common question should immediately precede in the optimal ordering of questions of . \n\t', '\n\t\t Theorem 3 provides a method for obtaining the optimal ordering of questions in , given that is selected first by the leader . \n\t', '\n\t\t The leader can use the same method to determine the optimal ordering of the questions of if is selected first . \n\t', '\n\t\t The two optimal orderings give rise to two different expected dialog lengths ; the leader should select the rule set and ordering that leads to the minimal expected dialog length . \n\t', '\n\t\t The calculation can be done in polynomial time . \n\t', '\n\t\t 6 Approximate solutions in the general case Specific instances of the optimization problem can be solved in polynomial time , but the general case has worst-case complexity that is exponential in the number of questions . \n\t', '\n\t\t To approximate the optimal solution , we can use some of the insights gained from the analysis of the special cases to generate methods for selecting a rule set , and selecting a question from the chosen rule set . \n\t', '\n\t\t Theorem 1 says that if there is only one rule set available , then the least probable question should be asked first . \n\t', '\n\t\t We can also observe that if the dialog succeeds , then in general , we would like to minimize the number of rule sets that must be tried before succeeding . \n\t', '\n\t\t Combining these two observations produces a policy of selecting the question with the minimal probability of success from the rule set with the maximal probability of success . \n\t', '\n\t\t . \n\t', '\n\t\t If we fix the position of , we can show that the questions unique to must be ordered by increasing probability of success in the optimal ordering . \n\t', '\n\t\t The proof proceeds by showing that switching the positions of any two unique questions and in an arbitrary ordering of the questions of , where occurs before in the original ordering , the expected length for the new ordering is less than the expected length for the original ordering if and only if. . \n\t', '\n\t\t After showing that the unique questions of must be ordered by increasing probability of suc- cess in the optimal ordering , we must then show how to find the position of in the optimal or- dering . \n\t', '\n\t\t We say that occurs at position in or- Method Avg . \n\t', '\n\t\t length Optimal 2.80 Most prob . \n\t', '\n\t\t rule set/least prob . \n\t', '\n\t\t question 3.60 Most prob . \n\t', '\n\t\t rule set/random question 4.26 Random rule set/most prob . \n\t', '\n\t\t question 4.26 Random rule set/random question 5.05 Table 1 : Average expected dialog length ( measured in number of leader questions ) for the optimal case and several simple approximation methods over 1000 dialog scenarios . \n\t', '\n\t\t Each scenario consisted of 6 rule sets of 2 to 5 questions each , created from a pool of 9 different questions . \n\t', '\n\t\t We tested this policy by generating 1000 dialog scenarios . \n\t', '\n\t\t First , a pool of nine questions with randomly assigned probabilities of success was generated . \n\t', '\n\t\t Six rule sets were created using these nine questions , each containing between two and five questions . \n\t', '\n\t\t The number of questions in each rule set was selected randomly , with each value being equally probable . \n\t', '\n\t\t We then calculated the expected length of the dialog that would result if the leader were to select questions according to the following five schemes : 1 . \n\t', '\n\t\t Optimal 2 . \n\t', '\n\t\t Most probable rule set , least probable question 3 . \n\t', '\n\t\t Random rule set , least probable question 4 . \n\t', '\n\t\t Most probable rule set , random question 5 . \n\t', '\n\t\t Random rule set , random question . \n\t', '\n\t\t The results are summarized in Table 1 . \n\t', '\n\t\t 7 Further Research We intend to discover other special cases for which polynomial time solutions exist , and investigate other methods for approximating the optimal solution . \n\t', '\n\t\t With a larger library of studied special cases , even if polynomial time solutions do not exist for such cases , heuristics designed for use in special cases may provide better performance . \n\t', '\n\t\t Another extension to this research is to extend the information model maintained by the leader to allow the probabilities returned by the model to be non-independent . \n\t', '\n\t\t 8 Conclusions Optimizing the behavior of dialog participants can be a complex task even in restricted and specialized environments . \n\t', '\n\t\t For the case of non-mixed ini- tiative dialogs , selecting dialog actions that minimize the overall expected dialog length is a nontrivial problem , but one which has some solutions in certain instances . \n\t', '\n\t\t A study of the characteristics of the problem can yield insights that lead to the development of methods that allow a dialog participant to perform in a principled way in the face of intractable complexity . \n\t', '\n\t\t Acknowledgments This work was supported by a grant from SAIC , and from the US Defense Advanced Research Projects Agency . \n\t', '\n\t\t References Robin Cohen , Coralee Allaby , Christian Cumbaa , Mark Fitzgerald , Kinson Ho , Bowen Hui , Celine Latulipe , Fletcher Lu , Nancy Moussa , David Poo- ley , Alex Qian , and Saheem Siddiqi . \n\t', '\n\t\t 1998. What is initiative ? \n\t', '\n\t\t User Modeling and User-Adapted Interaction , 8(3-4):171\x96214 . \n\t', '\n\t\t C. Conati , A. Gerntner , and K. Vanlehn . \n\t', '\n\t\t 2002. Using bayesian networks to manage uncertainty in user modeling . \n\t', '\n\t\t User Modeling and User-Adapted Interaction , 12(4):371\x96417 . \n\t', '\n\t\t Barbara Grosz and Sarit Kraus . \n\t', '\n\t\t 1996. Collaborative plans for complex group action . \n\t', '\n\t\t Artificial Intelligence , 86(2):269\x96357 . \n\t', '\n\t\t Curry I. Guinn. 1999 . \n\t', '\n\t\t An analysis of initiative selection in collaborative task-oriented discourse . \n\t', '\n\t\t User Modeling and User-adapted Interaction , 8(3- 4):255\x96314 . \n\t', '\n\t\t K. Lochbaum . \n\t', '\n\t\t 1998. A collaborative planning model of intentional structure . \n\t', '\n\t\t Computational Linguistics , 24(4):525\x96572 . \n\t', '\n\t\t C. R. Perrault and J. F. Allen . \n\t', '\n\t\t 1980. A plan-based analysis of indirect speech acts . \n\t', '\n\t\t Computational Linguistics , 6(3-4):167\x96182 . \n\t', '\n\t\t Ronnie . \n\t', '\n\t\t W. Smith and D. Richard Hipp . \n\t', '\n\t\t 1994. Spoken Natural Language Dialog Systems : A Practical Approach . \n\t', '\n\t\t Oxford UP , New York . \n\t', '\n\t\t Ronnie W. Smith and D. Richard Hipp . \n\t', '\n\t\t 1995. An architecture for voice dialog systems based on prolog- style theorem proving . \n\t', '\n\t\t Computational Linguistics , 21(3):281\x96320 . \n\t', '\n\t\t I. Zukerman and D. Albrecht . \n\t', '\n\t\t 2001 . \n\t', '\n\t\t Predictive statistical models for user modeling . \n\t', '\n\t\t User Modeling and User-Adapted Interaction , 11(1-2):5\x9618 . \n\t', '\n\t\t Searching for Topics in a Large Collection of Texts Martin Holub Ji^r´í Semeck´y Ji^r´í Divi^s Center for Computational Linguistics Charles University , Prague holub|semecky @ufal.mff.cuni.cz jiri.divis@atlas.cz Abstract We describe an original method that automatically finds specific topics in a large collection of texts . \n\t', '\n\t\t Each topic is first identified as a specific cluster of texts and then represented as a virtual concept , which is a weighted mixture of words . \n\t', '\n\t\t Our intention is to employ these virtual concepts in document indexing . \n\t', '\n\t\t In this paper we show some preliminary experimental results and discuss directions of future work . \n\t', '\n\t\t 1 Introduction In the field of information retrieval ( for a detailed survey see e.g. \n\t\t']",Positive
"['\n\t\t Within the framework of the well known vector model , the indexed elements are usually individual words , which leads to high dimensional vectors . \n\t', '\n\t\t However , there are several approaches that try to reduce the high dimensionality of the vectors in order to improve the effectivity of retrieving . \n\t', '\n\t\t The most famous is probably the method called Latent Semantic Indexing ( LSI ) , introduced by \n\t\t']",Positive
"['\n\t\t Other two approaches which inspired us , namely \n\t\t']",Positive
"['\n\t\t Our idea is to establish a system of \x93virtual concepts\x94 , which are linear functions represented by vectors , extracted from automatically discovered \x93concept-formative clusters\x94 of documents . \n\t', '\n\t\t Shortly speaking , concept-formative clusters are semantically coherent and specific sets of documents , which represent specific topics . \n\t', '\n\t\t This idea was originally proposed by \n\t\t']",Positive
"['\n\t\t The paper is organized as follows . \n\t', '\n\t\t In section 2 we formalize the notion of concept-formative clusters and give a heuristic method of finding them . \n\t', '\n\t\t Section 3 first introduces virtual concepts in a formal way and shows an algorithm to construct them . \n\t', '\n\t\t Then , some experiments are shown . \n\t', '\n\t\t In sections 4 we compare our model with another approach and give a brief survey of some open questions . \n\t', '\n\t\t Finally , a short summary is given in section 5 . \n\t', '\n\t\t 2 Concept-formative clusters 2.1 Graph of a text collection Let be a collection of text documents ; is the size of the collection . \n\t', '\n\t\t Now suppose that we have a function , which gives a degree of document similarity for each pair of documents . \n\t', '\n\t\t Then we represent the collection as a graph . \n\t', '\n\t\t Definition : A labeled graph is called graph of collection if where and each edge is labeled by number , called weight of ; is a given document similarity threshold ( i.e. a threshold weight of edge ) . \n\t', '\n\t\t Now we introduce some terminology and neces- sary notation . \n\t', '\n\t\t Let be a graph of col- lection . \n\t', '\n\t\t Each subset is called a cut of ; stands for the complement . \n\t', '\n\t\t If are disjoint cuts then . \n\t', '\n\t\t Both functions are positive . \n\t', '\n\t\t Thus , the specificity of cut can be formalized by the following formula \x97 the greater this value , the more specific the cut ; and are positive parameters , which are used for balancing the two factors . \n\t', '\n\t\t The extensity of cut is defined as a positive function where is a threshold size of cut . \n\t', '\n\t\t is a set of edges within cut ; Definition : The total quality of cut is a pos- itive real function composed of all factors mentioned above and is defined as is called weight of cut ; is a set of edges between cuts and ; is called weight of the connection between cuts and ; is the expected weight of edge in graph ; is the expected weight of cut ; is the expected weight of the connection between cut X and the rest of the collection ; each cut naturally splits the collection into three disjoint subsets where and . \n\t', '\n\t\t 2.2 Quality of cuts Now we formalize the property of \x93being concept- -formative\x94 by a positive real function called quality of cut . \n\t', '\n\t\t A high value of quality means that a cut must be specific and extensive . \n\t', '\n\t\t A cut is called specific if ( i ) the weight is relatively high and ( ii ) the connection between and the rest of the collection is relatively small . \n\t', '\n\t\t The first property is called compactness of cut , and is defined as , while the other is called exhaustivity of cut , which is defined as where the three lambdas are parameters whose purpose is balancing the three factors . \n\t', '\n\t\t To be concept-formative , a cut ( i ) must have a sufficiently high quality and ( ii ) must be locally optimal . \n\t', '\n\t\t 2.3 Local optimization of cuts A cut is called locally optimal regarding quality function if each cut which is only a small modification of the original does not have greater quality , i.e. . \n\t', '\n\t\t Now we describe a local search procedure whose purpose is to optimize any input cut ; if is not locally optimal , the output of the Local Search procedure is a locally optimal cut which results from the original as its local modification . \n\t', '\n\t\t First we need the following definition : Definition : Potential of document with re- spect to cut is a real function :defined as The Local Search procedure is described in Fig . \n\t', '\n\t\t 1. Note that 1 . \n\t', '\n\t\t Local Search gradually generates a sequence of cuts so that Figure 1 : The Local Search Algorithm ( i ) for , and ( ii ) cut always arises from by adding or taking away one document into/from it ; 2. since the quality of modified cuts cannot in- crease infinitely , a finite necessarily exists so that is locally optimal and con- sequently the program stops at least after the -th iteration ; 3. each output cut is locally optimal . \n\t', '\n\t\t Now we are ready to precisely define concept- -formative clusters : Definition : A cut is called a concept- -formative cluster if ( ii ) where is the output of the Local Search algorithm . \n\t', '\n\t\t The whole procedure for finding concept- formative clusters consists of two basic stages : first , a set of initial cuts is found within the whole collection , and then each of them is used as a seed for the Local Search algorithm , which locally optimizes the quality function . \n\t', '\n\t\t Note that are crucial parameters , which strongly affect the whole process of searching and consequently also the character of resulting concept-formative clusters . \n\t', '\n\t\t We have optimized their values by a sort of machine learning , using a small manually annotated collection of texts . \n\t', '\n\t\t When optimized -parameters are used , the Local Search procedure tries to simulate the behavior of human annotator who finds topically coherent clusters in a training collection . \n\t', '\n\t\t The task of -optimization leads to a system of linear inequalities , which we solve via linear programming . \n\t', '\n\t\t As there is no scope for this issue here , we cannot go into details . \n\t', '\n\t\t 3 Virtual concepts In this section we first show that concept- -formative clusters can be viewed as fuzzy sets . \n\t', '\n\t\t In this sense , each concept-formative cluster can be characterized by a membership function . \n\t', '\n\t\t Fuzzy clustering allows for some ambiguity in the data , and its main advantage over hard clustering is that it yields much more detailed information on the structure of the data ( cf. \n\t\t']",Positive
"['\n\t\t Then we define virtual concepts as linear functions which estimate degree of membership of documents in concept-formative clusters . \n\t', '\n\t\t Since virtual concepts are weighted mixtures of words represented as vectors , they can also be seen as virtual documents representing specific topics that emerge in the analyzed collection . \n\t', '\n\t\t Definition : Degree of membership of a document in a concept-formative cluster is a function : . \n\t', '\n\t\t For we define where is a constant . \n\t', '\n\t\t For we define . \n\t', '\n\t\t The following holds true for any concept- -formative cluster and any document : iff ; iff . \n\t', '\n\t\t Now we formalize the notion of virtual con- cepts . \n\t', '\n\t\t Let be vector rep- resentations of documents , where Input : the graph of text collection ; an initial cut . \n\t', '\n\t\t Output : locally optimal cut . \n\t', '\n\t\t Algorithm : loop : if then goto loop if then goto loop end ( i ) where is a threshold quality and Figure 2 : The Greedy Regression Algorithm is the number of indexed terms . \n\t', '\n\t\t We look for such a vector so that approximately holds for any . \n\t', '\n\t\t This vector is then called virtual concept corre- sponding to concept -formative cluster . \n\t', '\n\t\t The task of finding virtual concepts can be solved using the Greedy Regression Algorithm ( GRA ) , originally suggested by Semeck´y ( 2003 ) . \n\t', '\n\t\t 3.1 Greedy Regression Algorithm The GRA is directly based on multiple linear regression ( see e.g. \n\t\t']",Positive
"['\n\t\t The GRA works in iterations and gradually increases the number of non-zero elements in the resulting vector , i.e. the number of words with non-zero weight in the resulting mixture . \n\t', '\n\t\t So this number can be explicitly restricted by a parameter . \n\t', '\n\t\t This feature of the GRA has been designed for the sake of generalization , in order to not overfit the input sample . \n\t', '\n\t\t The input of the GRA consists of ( i ) a sample set of document vectors with the corresponding values of , ( ii ) a maximum number of non-zero elements , and ( iii ) an error threshold . \n\t', '\n\t\t The GRA , which is described in Fig . \n\t', '\n\t\t 2 , requires a procedure for solving multiple linear regression ( MLR ) with a limited number of nonzero elements in the resulting vector . \n\t', '\n\t\t Formally , gets on input a set of vectors ; a corresponding set of values to be approximated ; and a set of indexes of the ele- ments which are allowed to be non-zero in the output vector . \n\t', '\n\t\t The output of the MLR is a vector . \n\t', '\n\t\t Implementation and time complexity For solving multiple linear regression we use a public-domain Java package JAMA ( 2004 ) , developed by the MathWorks and NIST . \n\t', '\n\t\t The computation of inverse matrix is based on the LU decomposition , which makes it faster \n\t\t']",Positive
"['\n\t\t As for the asymptotic time complexity of the GRA , it is in complexity of the MLR since the outer loop runs times at maximum and the inner loop always runs nearly times . \n\t', '\n\t\t The MLR substantially consists of matrix multiplica- tions in dimension and a matrix inversion in dimension . \n\t', '\n\t\t Thus the complexity of the MLR is in because . \n\t', '\n\t\t So the total complexity of the GRA is in . \n\t', '\n\t\t To reduce this high computational complexity , we make a term pre-selection using a heuristic method based on linear programming . \n\t', '\n\t\t Then , the GRA does not need to deal with high-dimensional vectors in , but works with vectors in dimen- sion . \n\t', '\n\t\t Although the acceleration is only linear , the required time has been reduced more than ten times , which is practically significant . \n\t', '\n\t\t 3.2 Experiments The experiments reported here were done on a small experimental collection of Output : end ... output concept ; ... quadratic residual error ; ... number of words in the output concept . \n\t', '\n\t\t Algorithm : , while do for each do output of MLR if then , , Input : pairs where ; ... maximal number of words in output concept ; ... quadratic residual error threshold . \n\t', '\n\t\t where each considered must fulfill for any Czech documents . \n\t', '\n\t\t The texts were articles from two different newspapers and one journal . \n\t', '\n\t\t Each document was morphologically analyzed and lemmatized ( Haji^c , 2000 ) and then indexed and represented as a vector . \n\t', '\n\t\t We indexed only lemmas of nouns , adjectives , verbs , adverbs and numerals whose document frequency was greater than and less than . \n\t', '\n\t\t Then the number of indexed terms was . \n\t', '\n\t\t The cosine similarity was used to compute the document similarity ; threshold was . \n\t', '\n\t\t There were edges in the graph of the collection . \n\t', '\n\t\t We had computed a set of concept-formative clusters and then approximated the corresponding membership functions by virtual concepts . \n\t', '\n\t\t The first thing we have observed was that the quadratic residual error systematically and progresivelly decreases in each GRA iteration . \n\t', '\n\t\t Moreover , the words in virtual concepts are obviously intelligible for humans and strongly suggest the topic . \n\t', '\n\t\t An example is given in Table 1. words in the concept the weights Czech lemma literally transl . \n\t', '\n\t\t bosensk´y Bosnian Srb Serb UNPROFOR UNPROFOR OSN UN Sarajevo Sarajevo \x97 \x97 \x97 \x97 \x97 muslimsk´y Muslim ( adj ) odvolat withdraw srbsk´y Serbian gener´al general ( n ) list paper quadratic residual error : Table 1 : Two virtual concepts ( and ) corresponding to cluster #318 . \n\t', '\n\t\t Another example is cluster #19 focused on \x93pension funds\x94 , which was approximated ( ) by the following words ( literally translated ) : pension ( adj ) , pension ( n ) , fund , additional insurance , inheritance , payment , interest ( n ) , dealer , regulation , lawsuit , August ( adj ) , measure ( n ) , approve , increase ( v ) , appreciation , property , trade ( adj ) , attentively , improve , coupon ( adj ) . \n\t', '\n\t\t ( The signs after the words indicate their positive or negative weights in the concept . \n\t', '\n\t\t ) Figure 3 shows the approximation of this cluster by virtual concept . \n\t', '\n\t\t Figure 3 : The approximation of membership function corresponding to cluster #19 by a virtual concept ( the number of words in the concept ) . \n\t', '\n\t\t 4 Discussion 4.1 Related work A similar approach to searching for topics and employing them for document retrieval has been recently suggested by \n\t\t']",Negative
